common,strat_id,psu_id,YEAR,ST,ID_CODE,WAVE,SUB_REG,MODE_FX,AREA_X,kod,sp_code,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
PERMIT,2023021245weS:8AM-8PM,2023112451593620230203,2023,12,1593620230203014,1,7,5,3,we,8835280902,0,1,0,0,0,1,0,0,0,0,4,02,40.004734841,2,40.004734841,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
PERMIT,2023021245weS:8AM-8PM,2023112451593620230203,2023,12,1593620230203015,1,7,5,3,we,8835280902,0,1,0,0,0,1,0,0,0,0,4,02,40.004734841,2,40.004734841,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
LIZARDFISH FAMILY,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224005,1,7,5,3,we,8762020000,0,1,0,0,0,1,0,0,0,0,4,02,14.464163673,2,14.464163673,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
BLUE RUNNER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224005,1,7,5,3,we,8835280306,0,1,0,0,0,1,0,0,0,0,4,02,14.464163673,2,14.464163673,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224005,1,7,5,3,we,8835360112,11.00857215,2,0,11,0,2,3060.3830576,4.2199526573,0,0,4,02,14.464163673,2,14.464163673,13.00857215,4.2199526573,3060.3830576,11.00857215,2023021245weS:8AM-8PM,,0,05/05/2023
WHITE GRUNT,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224005,1,7,5,3,we,8835400102,8.0062342906,0,0,8,0,0,2102.6372806,3.142446959,0,0,4,02,14.464163673,2,14.464163673,8.0062342906,3.142446959,2102.6372806,8.0062342906,2023021245weS:8AM-8PM,,0,05/05/2023
LIZARDFISH FAMILY,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224006,1,7,5,3,we,8762020000,0,1,0,0,0,1,0,0,0,0,4,02,14.464163673,2,14.464163673,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
BLUE RUNNER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224006,1,7,5,3,we,8835280306,0,1,0,0,0,1,0,0,0,0,4,02,14.464163673,2,14.464163673,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224006,1,7,5,3,we,8835360112,0,2,0,0,0,2,0,0,0,0,4,02,14.464163673,2,14.464163673,2,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
BLUE RUNNER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224007,1,7,5,3,we,8835280306,0,2,0,0,0,2,0,0,0,0,4,02,14.464163673,2,14.464163673,2,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224007,1,7,5,3,we,8835360112,0,1,0,0,0,1,0,0,0,0,4,02,14.464163673,2,14.464163673,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
WHITE GRUNT,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224007,1,7,5,3,we,8835400102,0,4,0,0,0,4,0,0,0,0,4,02,14.464163673,2,14.464163673,4,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
BLUE RUNNER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224008,1,7,5,3,we,8835280306,0,1,0,0,0,1,0,0,0,0,4,02,14.464163673,2,14.464163673,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224008,1,7,5,3,we,8835360112,0,1,0,0,0,1,0,0,0,0,4,02,14.464163673,2,14.464163673,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
WHITE GRUNT,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224008,1,7,5,3,we,8835400102,0,4,0,0,0,4,0,0,0,0,4,02,14.464163673,2,14.464163673,4,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
RED HIND,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224015,1,7,5,3,we,8835020406,0,1,0,0,0,1,0,0,0,0,4,02,53.12473753,2,53.12473753,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224015,1,7,5,3,we,8835360112,1.0007792863,1,0,1,0,1,328.25560591,0.4603584717,0,0,4,02,53.12473753,2,53.12473753,2.0007792863,0.4603584717,328.25560591,1.0007792863,2023021245weS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224015,1,7,5,3,we,8835360401,0,2,0,0,0,2,0,0,0,0,4,02,53.12473753,2,53.12473753,2,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
WHITE GRUNT,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224015,1,7,5,3,we,8835400102,0,2,0,0,0,2,0,0,0,0,4,02,53.12473753,2,53.12473753,2,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
PORKFISH,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224015,1,7,5,3,we,8835400306,0,2,0,0,0,2,0,0,0,0,4,02,53.12473753,2,53.12473753,2,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224015,1,7,5,3,we,8835430301,2.0015585726,1,0,2,0,1,749.58368545,2.6420573159,0,0,4,02,53.12473753,2,53.12473753,3.0015585726,2.6420573159,749.58368545,2.0015585726,2023021245weS:8AM-8PM,,0,05/05/2023
HOGFISH,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224015,1,7,5,3,we,8839010901,0,1,0,0,0,1,0,0,0,0,4,02,53.12473753,2,53.12473753,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224016,1,7,5,3,we,8835360112,0,1,0,0,0,1,0,0,0,0,4,02,53.12473753,2,53.12473753,1,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224016,1,7,5,3,we,8835360401,0,3,0,0,0,3,0,0,0,0,4,02,53.12473753,2,53.12473753,3,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
WHITE GRUNT,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224016,1,7,5,3,we,8835400102,0,2,0,0,0,2,0,0,0,0,4,02,53.12473753,2,53.12473753,2,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
PORKFISH,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224016,1,7,5,3,we,8835400306,0,2,0,0,0,2,0,0,0,0,4,02,53.12473753,2,53.12473753,2,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224016,1,7,5,3,we,8835430301,0,2,0,0,0,2,0,0,0,0,4,02,53.12473753,2,53.12473753,2,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
RED GROUPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224017,1,7,5,3,we,8835020408,0,5,0,0,0,5,0,0,0,0,4,02,53.12473753,2,53.12473753,5,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224017,1,7,5,3,we,8835360112,20.015585726,25,0,20,0,25,5804.5198607,8.7496703318,0,0,4,02,53.12473753,2,53.12473753,45.015585726,8.7496703318,5804.5198607,20.015585726,2023021245weS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224017,1,7,5,3,we,8835360401,0,2,0,0,0,2,0,0,0,0,4,02,53.12473753,2,53.12473753,2,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
RED GROUPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224018,1,7,5,3,we,8835020408,0,5,0,0,0,5,0,0,0,0,4,02,53.12473753,2,53.12473753,5,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224018,1,7,5,3,we,8835360112,0,25,0,0,0,25,0,0,0,0,4,02,53.12473753,2,53.12473753,25,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023021245weS:8AM-8PM,2023112451593620230224,2023,12,1593620230224018,1,7,5,3,we,8835360401,0,3,0,0,0,3,0,0,0,0,4,02,53.12473753,2,53.12473753,3,0,0,0,2023021245weS:8AM-8PM,,0,05/05/2023
VERMILION SNAPPER,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226001,1,7,5,3,we,8835360501,13.010130722,0,0,13,0,0,3166.6658178,2.9663098047,0,0,1,02,17.113005445,1,17.113005445,13.010130722,2.9663098047,3166.6658178,13.010130722,2023021215weS:8AM-8PM,,0,05/05/2023
RED PORGY,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226001,1,7,5,3,we,8835430602,3.002337859,0,0,3,0,0,873.68031696,1.7613715439,0,0,1,02,17.113005445,1,17.113005445,3.002337859,1.7613715439,873.68031696,3.002337859,2023021215weS:8AM-8PM,,0,05/05/2023
GRAY TRIGGERFISH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226001,1,7,5,3,we,8860020201,0,2,0,0,0,2,0,0,0,0,1,02,17.113005445,1,17.113005445,2,0,0,0,2023021215weS:8AM-8PM,,0,05/05/2023
GRAY TRIGGERFISH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226002,1,7,5,3,we,8860020201,0,1,0,0,0,1,0,0,0,0,1,02,17.113005445,1,17.113005445,1,0,0,0,2023021215weS:8AM-8PM,,0,05/05/2023
SAND PERCH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226003,1,7,5,3,we,8835021002,8.0062342906,3,0,8,0,3,1940.5110362,1.5211845152,0,0,1,02,17.113005445,1,17.113005445,11.006234291,1.5211845152,1940.5110362,8.0062342906,2023021215weS:8AM-8PM,,0,05/05/2023
VERMILION SNAPPER,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226003,1,7,5,3,we,8835360501,10.007792863,0,0,10,0,0,2480.9318508,2.3218079443,0,0,1,02,17.113005445,1,17.113005445,10.007792863,2.3218079443,2480.9318508,10.007792863,2023021215weS:8AM-8PM,,0,05/05/2023
GRAY TRIGGERFISH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226003,1,7,5,3,we,8860020201,0,1,0,0,0,1,0,0,0,0,1,02,17.113005445,1,17.113005445,1,0,0,0,2023021215weS:8AM-8PM,,0,05/05/2023
SAND PERCH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226004,1,7,5,3,we,8835021002,0,3,0,0,0,3,0,0,0,0,1,02,17.113005445,1,17.113005445,3,0,0,0,2023021215weS:8AM-8PM,,0,05/05/2023
GRAY TRIGGERFISH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226004,1,7,5,3,we,8860020201,0,1,0,0,0,1,0,0,0,0,1,02,17.113005445,1,17.113005445,1,0,0,0,2023021215weS:8AM-8PM,,0,05/05/2023
SAND PERCH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226005,1,7,5,3,we,8835021002,0,2,0,0,0,2,0,0,0,0,1,02,17.113005445,1,17.113005445,2,0,0,0,2023021215weS:8AM-8PM,,0,05/05/2023
GRAY TRIGGERFISH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226005,1,7,5,3,we,8860020201,0,1,0,0,0,1,0,0,0,0,1,02,17.113005445,1,17.113005445,1,0,0,0,2023021215weS:8AM-8PM,,0,05/05/2023
SAND PERCH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226006,1,7,5,3,we,8835021002,0,2,0,0,0,2,0,0,0,0,1,02,17.113005445,1,17.113005445,2,0,0,0,2023021215weS:8AM-8PM,,0,05/05/2023
GRAY TRIGGERFISH,2023021215weS:8AM-8PM,2023112151595520230226,2023,12,1595520230226006,1,7,5,3,we,8860020201,0,1,0,0,0,1,0,0,0,0,1,02,17.113005445,1,17.113005445,1,0,0,0,2023021215weS:8AM-8PM,,0,05/05/2023
COMMON SNOOK,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128001,1,7,5,3,we,8835010105,0,5,0,0,0,5,0,0,0,0,8,01,241.03192854,3,241.03192854,5,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
SNAPPER FAMILY,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128001,1,7,5,3,we,8835360000,0,2,0,0,0,2,0,0,0,0,8,01,241.03192854,3,241.03192854,2,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128001,1,7,5,3,we,8835360102,5.0038964316,0,0,5,0,0,1387.0800908,1.7013247867,0,0,8,01,241.03192854,3,241.03192854,5.0038964316,1.7013247867,1387.0800908,5.0038964316,2023011285weS:8AM-8PM,,0,05/05/2023
CREVALLE JACK,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128002,1,7,5,3,we,8835280303,0,10,0,0,0,10,0,0,0,0,8,01,241.03192854,3,241.03192854,10,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
PUFFER FAMILY,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128002,1,7,5,3,we,8861010000,0,1,0,0,0,1,0,0,0,0,8,01,241.03192854,3,241.03192854,1,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
CREVALLE JACK,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128003,1,7,5,3,we,8835280303,0,10,0,0,0,10,0,0,0,0,8,01,241.03192854,3,241.03192854,10,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128003,1,7,5,3,we,8835360102,0,1,0,0,0,1,0,0,0,0,8,01,241.03192854,3,241.03192854,1,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
PUFFER FAMILY,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128003,1,7,5,3,we,8861010000,0,1,0,0,0,1,0,0,0,0,8,01,241.03192854,3,241.03192854,1,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
BONNETHEAD,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128004,1,7,5,3,we,8708030101,0,3,0,0,0,3,0,0,0,0,8,01,241.03192854,3,241.03192854,3,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128004,1,7,5,3,we,8835360102,0,4,0,0,0,4,0,0,0,0,8,01,241.03192854,3,241.03192854,4,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRUNT FAMILY,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128004,1,7,5,3,we,8835400000,0,10,0,0,0,10,0,0,0,0,8,01,241.03192854,3,241.03192854,10,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
PUFFER FAMILY,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128004,1,7,5,3,we,8861010000,0,2,0,0,0,2,0,0,0,0,8,01,241.03192854,3,241.03192854,2,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128005,1,7,5,3,we,8835360102,0,3,0,0,0,3,0,0,0,0,8,01,241.03192854,3,241.03192854,3,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRUNT FAMILY,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128005,1,7,5,3,we,8835400000,0,10,0,0,0,10,0,0,0,0,8,01,241.03192854,3,241.03192854,10,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
PUFFER FAMILY,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128005,1,7,5,3,we,8861010000,0,1,0,0,0,1,0,0,0,0,8,01,241.03192854,3,241.03192854,1,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128006,1,7,5,3,we,8835360102,0,3,0,0,0,3,0,0,0,0,8,01,241.03192854,3,241.03192854,3,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRUNT FAMILY,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128006,1,7,5,3,we,8835400000,0,10,0,0,0,10,0,0,0,0,8,01,241.03192854,3,241.03192854,10,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
COMMON SNOOK,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128007,1,7,5,3,we,8835010105,0,2,0,0,0,2,0,0,0,0,8,01,241.03192854,3,241.03192854,2,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GAG,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128007,1,7,5,3,we,8835020501,0,1,0,0,0,1,0,0,0,0,8,01,241.03192854,3,241.03192854,1,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128007,1,7,5,3,we,8835360102,3.002337859,0,0,3,0,0,970.75590773,1.7213403725,0,0,8,01,241.03192854,3,241.03192854,3.002337859,1.7213403725,970.75590773,3.002337859,2023011285weS:8AM-8PM,,0,05/05/2023
COMMON SNOOK,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128008,1,7,5,3,we,8835010105,0,2,0,0,0,2,0,0,0,0,8,01,241.03192854,3,241.03192854,2,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
BLACK GROUPER,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128008,1,7,5,3,we,8835020502,0,1,0,0,0,1,0,0,0,0,8,01,241.03192854,3,241.03192854,1,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
COMMON SNOOK,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128023,1,7,5,3,we,8835010105,0,2,0,0,0,2,0,0,0,0,8,01,73.2483452,3,73.2483452,2,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128023,1,7,5,3,we,8835360102,6.0046757179,0,0,6,0,0,1880.464279,3.1624625448,0,0,8,01,73.2483452,3,73.2483452,6.0046757179,3.1624625448,1880.464279,6.0046757179,2023011285weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128023,1,7,5,3,we,8835430301,3.002337859,0,0,3,0,0,1071.8346156,3.4626963307,0,0,8,01,73.2483452,3,73.2483452,3.002337859,3.4626963307,1071.8346156,3.002337859,2023011285weS:8AM-8PM,,0,05/05/2023
COMMON SNOOK,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128024,1,7,5,3,we,8835010105,0,2,0,0,0,2,0,0,0,0,8,01,73.2483452,3,73.2483452,2,0,0,0,2023011285weS:8AM-8PM,,0,05/05/2023
CREVALLE JACK,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128025,1,7,5,3,we,8835280303,0,0,2,0,2,0,0,0,1708,20.26,8,01,73.2483452,3,73.2483452,2,20.26,1708,2,2023011285weS:8AM-8PM,,0,05/05/2023
CREVALLE JACK,2023011285weS:8AM-8PM,2023112851596120230128,2023,12,1596120230128026,1,7,5,3,we,8835280303,0,0,1,0,1,0,0,0,316,0.64,8,01,73.2483452,3,73.2483452,1,0.64,316,1,2023011285weS:8AM-8PM,,0,05/05/2023
GOLIATH GROUPER,2023011285wdS:8AM-8PM,2023112851596120230130,2023,12,1596120230130001,1,7,5,3,wd,8835020401,0,1,0,0,0,1,0,0,0,0,8,01,239.40457008,3,239.40457008,1,0,0,0,2023011285wdS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285wdS:8AM-8PM,2023112851596120230130,2023,12,1596120230130001,1,7,5,3,wd,8835360102,4.0004725421,5,0,4,0,5,1091.1288859,1.380163027,0,0,8,01,239.40457008,3,239.40457008,9.0004725421,1.380163027,1091.1288859,4.0004725421,2023011285wdS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023011285wdS:8AM-8PM,2023112851596120230130,2023,12,1596120230130001,1,7,5,3,wd,8835360401,2.0002362711,0,0,2,0,0,613.07241708,1.0201204982,0,0,8,01,239.40457008,3,239.40457008,2.0002362711,1.0201204982,613.07241708,2.0002362711,2023011285wdS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285wdS:8AM-8PM,2023112851596120230130,2023,12,1596120230130002,1,7,5,3,wd,8835360102,0,5,0,0,0,5,0,0,0,0,8,01,239.40457008,3,239.40457008,5,0,0,0,2023011285wdS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285wdS:8AM-8PM,2023112851596120230130,2023,12,1596120230130003,1,7,5,3,wd,8835360102,0,5,0,0,0,5,0,0,0,0,8,01,239.40457008,3,239.40457008,5,0,0,0,2023011285wdS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011285wdS:8AM-8PM,2023112851596120230130,2023,12,1596120230130004,1,7,5,3,wd,8835360102,0,5,0,0,0,5,0,0,0,0,8,01,239.40457008,3,239.40457008,5,0,0,0,2023011285wdS:8AM-8PM,,0,05/05/2023
HERRING FAMILY,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217001,1,7,5,3,we,8747010000,0,0,12,0,12,0,0,0,0,0,8,02,199.45388083,3,199.45388083,12,0,0,12,2023021285weS:8AM-8PM,,0,05/05/2023
FLORIDA POMPANO,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217001,1,7,5,3,we,8835280901,1.0007792863,0,0,1,0,0,286.22287589,0.5404208146,0,0,8,02,199.45388083,3,199.45388083,1.0007792863,0.5404208146,286.22287589,1.0007792863,2023021285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217001,1,7,5,3,we,8835360102,2.0015585726,0,0,2,0,0,535.41691818,0.660514329,0,0,8,02,199.45388083,3,199.45388083,2.0015585726,0.660514329,535.41691818,2.0015585726,2023021285weS:8AM-8PM,,0,05/05/2023
DOG SNAPPER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217001,1,7,5,3,we,8835360109,1.0007792863,0,0,1,0,0,0,0,0,0,8,02,199.45388083,3,199.45388083,1.0007792863,0,0,1.0007792863,2023021285weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217001,1,7,5,3,we,8835360112,14.010910008,3,0,14,0,3,4015.5268084,6.1648004037,0,0,8,02,199.45388083,3,199.45388083,17.010910008,6.1648004037,4015.5268084,14.010910008,2023021285weS:8AM-8PM,,0,05/05/2023
HERRING FAMILY,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217002,1,7,5,3,we,8747010000,0,0,12,0,12,0,0,0,0,0,8,02,199.45388083,3,199.45388083,12,0,0,12,2023021285weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217002,1,7,5,3,we,8835360112,0,3,0,0,0,3,0,0,0,0,8,02,199.45388083,3,199.45388083,3,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
REQUIEM SHARK FAMILY,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217003,1,7,5,3,we,8708020000,0,1,0,0,0,1,0,0,0,0,8,02,199.45388083,3,199.45388083,1,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217003,1,7,5,3,we,8835360102,9.0070135769,0,0,9,0,0,2583.7261803,3.6285397553,0,0,8,02,199.45388083,3,199.45388083,9.0070135769,3.6285397553,2583.7261803,9.0070135769,2023021285weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217003,1,7,5,3,we,8835360112,0,1,0,0,0,1,0,0,0,0,8,02,199.45388083,3,199.45388083,1,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
SPANISH MACKEREL,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217003,1,7,5,3,we,8850030502,1.0007792863,0,0,1,0,0,390.30392166,0.5604364003,0,0,8,02,199.45388083,3,199.45388083,1.0007792863,0.5604364003,390.30392166,1.0007792863,2023021285weS:8AM-8PM,,0,05/05/2023
REQUIEM SHARK FAMILY,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217004,1,7,5,3,we,8708020000,0,1,0,0,0,1,0,0,0,0,8,02,199.45388083,3,199.45388083,1,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217004,1,7,5,3,we,8835360112,0,1,0,0,0,1,0,0,0,0,8,02,199.45388083,3,199.45388083,1,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
LANE SNAPPER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217005,1,7,5,3,we,8835360112,0,1,0,0,0,1,0,0,0,0,8,02,199.45388083,3,199.45388083,1,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
LADYFISH,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217006,1,7,5,3,we,8738010101,0,1,0,0,0,1,0,0,0,0,8,02,199.45388083,3,199.45388083,1,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
BLUE RUNNER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217006,1,7,5,3,we,8835280306,0,2,0,0,0,2,0,0,0,0,8,02,199.45388083,3,199.45388083,2,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
LEATHERJACK,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217006,1,7,5,3,we,8835280501,0,1,0,0,0,1,0,0,0,0,8,02,199.45388083,3,199.45388083,1,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023021285weS:8AM-8PM,2023112851596120230217,2023,12,1596120230217006,1,7,5,3,we,8835360102,0,20,0,0,0,20,0,0,0,0,8,02,199.45388083,3,199.45388083,20,0,0,0,2023021285weS:8AM-8PM,,0,05/05/2023
