prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,NUM_TYP9,ASG_CODE,month,kod,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,date_published
SPOTTED SEATROUT,RED DRUM,200366128712we,15319200312289511,,5,5,,2,1,9,127,Y,30,200,1,3,1531920031228010,511,8,7,0,0,0,0,,3,6,12,12,6,1,6,2003,,,1531920031228,12,we,,1531920031228010,,,,8,1,,VOLUSIA,20JAN200409:16,8,8,1,,,,8835440901,8835440102,1,8,8,1247,32127,2407.0514012,200366128712we,,0,1531920031228010,05/04/2021
SPOTTED SEATROUT,RED DRUM,200366128712we,15319200312289511,,5,5,,2,1,9,127,Y,15,200,2,3,1531920031228011,511,8,7,0,0,0,1,,3,6,12,12,6,1,6,2003,,,1531920031228,12,we,,1531920031228010,,,,8,1,,VOLUSIA,20JAN200409:16,8,8,1,,,,8835440901,8835440102,1,8,8,1249,32127,2407.0514012,200366128712we,,0,1531920031228011,05/04/2021
SPOTTED SEATROUT,RED DRUM,200366128712we,15319200312289511,,5,5,,2,1,9,127,Y,15,200,2,3,1531920031228012,511,8,7,0,0,0,1,,3,6,12,12,6,1,6,2003,,,1531920031228,12,we,,1531920031228010,,,,8,2,,VOLUSIA,20JAN200409:16,8,8,1,,,,8835440901,8835440102,1,8,8,1252,32127,2407.0514012,200366128712we,,0,1531920031228012,05/04/2021
,,200366128712we,15319200312289511,0,5,5,,2,1,9,127,Y,9,35,1,2,1531920031228013,511,8,7,1,0,0,0,,2,6,12,12,6,1,6,2003,,,1531920031228,12,we,,1531920031228013,1,,,8,1,,VOLUSIA,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1305,32141,2407.0514012,200366128712we,,0,1531920031228013,05/04/2021
,,200366128712we,15319200312289511,,5,5,,2,1,9,127,Y,9,35,2,2,1531920031228014,511,8,7,0,0,0,1,,2,6,12,12,6,1,6,2003,,,1531920031228,12,we,,1531920031228013,,,,8,2,,VOLUSIA,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1307,32141,2407.0514012,200366128712we,,0,1531920031228014,05/04/2021
,,200366128712we,2511220031213127242,0,3,5,,2,1,127,127,Y,4,25,1,5.5,2511220031213001,242,8,7,2,0,0,0,,2,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213001,1,,,8,1,,VOLUSIA,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1323,32119,2446.5335298,200366128712we,,0,2511220031213001,05/04/2021
,,200366128712we,2511220031213127242,0,3,5,,2,1,127,127,Y,4,25,2,5.5,2511220031213002,242,8,7,3,0,0,1,,2,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213001,1,,,8,1,,VOLUSIA,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1324,32725,2446.5335298,200366128712we,,0,2511220031213002,05/04/2021
RED DRUM,BLACK DRUM,200366128712we,2511220031213127242,0,5,5,,2,1,127,127,Y,20,50,1,5,2511220031213010,242,8,7,1,0,0,0,,2,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213010,1,,,8,1,,VOLUSIA,20JAN200409:16,8,8,1,,,,8835440801,8835440901,1,8,8,1410,32169,2446.5335298,200366128712we,,0,2511220031213010,05/04/2021
RED DRUM,BLACK DRUM,200366128712we,2511220031213127242,0,5,5,,2,1,127,127,Y,1,5,2,5,2511220031213011,242,8,7,1,0,0,1,,2,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213010,1,,,8,1,,VOLUSIA,20JAN200409:16,8,8,1,,,,8835440801,8835440901,1,8,8,1411,32169,2446.5335298,200366128712we,,0,2511220031213011,05/04/2021
,LEFTEYE FLOUNDER GENUS,200366128712we,2511220031213127242,0,5,5,,1,3,127,127,Y,14,45,1,4.5,2511220031213014,242,8,7,4,3,0,0,,3,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213014,1,,,8,1,,VOLUSIA,20JAN200409:16,8,2,1,,,,8857030300,0,1,8,2,1435,32132,2446.5335298,200366128712we,,0,2511220031213014,05/04/2021
,LEFTEYE FLOUNDER GENUS,200366128712we,2511220031213127242,0,5,5,,3,0,127,127,Y,10,20,2,4.5,2511220031213015,242,8,7,3,0,1,1,,3,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213014,1,,,8,2,,VOLUSIA,20JAN200409:16,8,8,1,,,,8857030300,0,1,8,8,1436,32132,2446.5335298,200366128712we,,0,2511220031213014,05/04/2021
,LEFTEYE FLOUNDER GENUS,200366128712we,2511220031213127242,0,5,5,,3,0,127,127,Y,5,20,2,4.5,2511220031213016,242,8,7,3,0,1,1,,3,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213014,1,,,8,2,,VOLUSIA,20JAN200409:16,8,8,1,,,,8857030300,0,1,8,8,1437,32132,2446.5335298,200366128712we,,0,2511220031213014,05/04/2021
,RED DRUM,200366128712we,2511220031213127242,0,5,5,,2,1,127,127,Y,4,20,1,4,2511220031213017,242,8,7,2,0,0,0,,3,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213017,1,,,8,1,,VOLUSIA,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1442,32132,2446.5335298,200366128712we,,0,2511220031213017,05/04/2021
,,200366128712we,2511220031213127242,0,5,5,,2,1,127,9,Y,3,7,1,4,2511220031213021,242,8,7,1,0,0,0,,4,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213021,1,,,8,1,,BREVARD,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1539,32754,2446.5335298,200366128712we,,0,2511220031213021,05/04/2021
,,200366128712we,2511220031213127242,0,5,5,,2,1,127,9,Y,3,7,2,4,2511220031213022,242,8,7,1,0,0,1,,4,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213021,1,,,8,2,,BREVARD,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1540,32754,2446.5335298,200366128712we,,0,2511220031213022,05/04/2021
,RED DRUM,200366128712we,2511220031213127242,0,3,5,,2,1,127,95,Y,9,50,1,5,2511220031213023,242,8,7,2,0,0,0,,3,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213023,1,,,8,1,,ORANGE,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1545,32712,2446.5335298,200366128712we,,0,2511220031213023,05/04/2021
,RED DRUM,200366128712we,2511220031213127242,0,3,5,,2,1,127,95,Y,0,2,2,5,2511220031213024,242,8,7,2,0,0,1,,3,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213023,1,,,8,2,,ORANGE,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1546,32712,2446.5335298,200366128712we,,0,2511220031213024,05/04/2021
,RED DRUM,200366128712we,2511220031213127242,0,3,5,,2,1,127,95,Y,2,2,2,5,2511220031213025,242,8,7,1,0,0,1,,3,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213023,1,,,8,2,,ORANGE,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1547,32712,2446.5335298,200366128712we,,0,2511220031213025,05/04/2021
,SHEEPSHEAD,200366128712we,2511220031213127242,0,3,5,,1,2,127,127,Y,6,20,1,6,2511220031213026,242,8,7,3,1,0,0,,2,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213026,1,,,8,2,,VOLUSIA,20JAN200409:16,8,2,1,,,,8835430301,0,1,8,2,1558,32118,2446.5335298,200366128712we,,0,2511220031213026,05/04/2021
,SHEEPSHEAD,200366128712we,2511220031213127242,0,3,5,,3,0,127,127,Y,6,20,2,6,2511220031213027,242,8,7,3,0,1,1,,2,6,12,12,6,1,6,2003,,,2511220031213,12,we,,2511220031213026,1,,,8,2,,VOLUSIA,20JAN200409:16,8,8,1,,,,8835430301,0,1,8,8,1559,32118,2446.5335298,200366128712we,,0,2511220031213026,05/04/2021
,,200366138312we,1604920031207127109,0,1,1,0,1,1,127,167,N,1,3,,3,1604920031207001,109,1,3,0,1,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207001,1,1,0,8,2,,,20040317,1,1,1,0,,,,,1,,8,1401,31002,3075.6458559,200366138312we,,0,1604920031207001,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,167,N,0,0,,1,1604920031207002,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207002,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1404,31002,3075.6458559,200366138312we,,0,1604920031207002,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,167,N,0,0,,2,1604920031207003,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207003,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1410,31002,3075.6458559,200366138312we,,0,1604920031207003,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,167,N,0,1,,1,1604920031207004,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207004,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1412,31002,3075.6458559,200366138312we,,0,1604920031207004,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,299,N,2,10,,2,1604920031207005,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207005,,,,8,1,,,20040317,1,8,1,0,,,,,1,,8,1510,31501,3075.6458559,200366138312we,,0,1604920031207005,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,299,N,1,5,,2,1604920031207006,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207006,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1512,31501,3075.6458559,200366138312we,,0,1604920031207006,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,299,N,0,4,,1,1604920031207007,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207007,,,,8,1,,,20040317,1,8,1,0,,,,,1,,8,1516,31501,3075.6458559,200366138312we,,0,1604920031207007,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,167,N,0,0,,2,1604920031207008,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207008,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1535,31002,3075.6458559,200366138312we,,0,1604920031207008,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,167,N,0,0,,1,1604920031207009,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207009,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1540,31002,3075.6458559,200366138312we,,0,1604920031207009,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,167,N,0,1,,1,1604920031207010,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207010,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1545,31002,3075.6458559,200366138312we,,0,1604920031207010,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,167,N,0,0,,1,1604920031207011,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207011,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1550,31002,3075.6458559,200366138312we,,0,1604920031207011,05/04/2021
,,200366138312we,1604920031207127109,,1,1,0,2,1,127,167,N,0,0,,1.5,1604920031207012,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031207,12,we,,1604920031207012,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1600,31002,3075.6458559,200366138312we,,0,1604920031207012,05/04/2021
,RED DRUM,200366138311we,1605320031129127109,,1,1,0,2,1,127,127,Y,10,20,,1,1605320031129001,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1605320031129,11,we,,1605320031129001,,,,8,2,,GLYNN,20040317,1,8,1,0,,,8835440901,,1,,8,1310,99998,6309.7226211,200366138311we,,0,1605320031129001,05/04/2021
SOUTHERN KINGFISH,ATLANTIC CROAKER,200366138311we,1605320031129127109,0,1,1,0,2,1,127,3,O,1,1,,5,1605320031129002,109,1,3,3,0,0,0,,,6,13,45,6,1,6,2003,1,0,1605320031129,11,we,,1605320031129002,1,,,8,1,,,20040317,1,8,1,0,,,8835440702,8835440601,1,,8,1415,29803,5143.6409948,200366138311we,,0,1605320031129002,05/04/2021
,,200366138311we,1605320031129127109,,1,1,0,2,1,127,71,O,0,8,,1,1605320031129003,109,1,3,0,0,0,0,,,6,13,45,6,1,6,2003,1,0,1605320031129,11,we,,1605320031129003,,,,8,1,,,20040317,1,8,1,0,,,,,1,,8,1450,29127,5143.6409948,200366138311we,,0,1605320031129003,05/04/2021
,,200366138311we,1605320031129127109,0,1,1,0,2,1,127,135,N,3,50,,2,1605320031129004,109,1,3,2,0,0,0,,,6,13,13,6,1,6,2003,1,0,1605320031129,11,we,,1605320031129004,1,,,8,1,,,20040317,1,8,1,0,,,,,1,,8,1515,30024,3075.6458559,200366138311we,,0,1605320031129004,05/04/2021
,,200366138311we,1605320031129127109,0,1,1,0,2,1,127,135,N,3,50,,2,1605320031129005,109,1,3,1,0,0,0,,,6,13,13,6,1,6,2003,1,0,1605320031129,11,we,,1605320031129005,1,,,8,1,,,20040317,1,8,1,0,,,,,1,,8,1517,30024,3075.6458559,200366138311we,,0,1605320031129005,05/04/2021
,,200366138311we,1605320031129127109,,1,1,0,2,1,127,101,O,1,1,,1.5,1605320031129006,109,1,3,0,0,0,0,,,5,13,42,6,1,6,2003,1,0,1605320031129,11,we,,1605320031129006,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1530,19152,5143.6409948,200366138311we,,0,1605320031129006,05/04/2021
,,200366138311we,1605320031129127109,0,1,1,0,2,1,127,121,N,0,1,,4,1605320031129007,109,1,3,4,0,0,0,,,6,13,13,6,1,6,2003,1,0,1605320031129,11,we,,1605320031129007,1,,,8,1,,,20040317,1,8,1,0,,,,,1,,8,1550,30328,3075.6458559,200366138311we,,0,1605320031129007,05/04/2021
,,200366138311we,1605320031129127109,,1,1,0,2,1,127,1,O,0,0,,1,1605320031129008,109,1,3,0,0,0,0,,,7,13,12,6,1,6,2003,1,0,1605320031129,11,we,,1605320031129008,,,,8,1,,ALACHUA,20040317,1,8,1,0,,,,,1,,8,1610,32615,5143.6409948,200366138311we,,0,1605320031129008,05/04/2021
,,200366138311we,1605320031129127109,,1,1,0,2,1,127,1,O,0,0,,1,1605320031129009,109,1,3,0,0,0,0,,,7,13,12,6,1,6,2003,1,0,1605320031129,11,we,,1605320031129009,,,,8,1,,ALACHUA,20040317,1,8,1,0,,,,,1,,8,1612,32615,5143.6409948,200366138311we,,0,1605320031129009,05/04/2021
,,200366138311wd,2604920031124127109,,1,1,0,2,1,127,299,N,2,10,,1,2604920031124001,109,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,2604920031124,11,wd,,2604920031124001,,,,8,2,,,20040317,1,8,1,0,,,,,1,,8,1344,31501,4395.5002163,200366138311wd,,0,2604920031124001,05/04/2021
,SHEEPSHEAD,200366138311we,160472003111612710,0,2,5,0,1,1,127,59,N,4,20,,4.5,1604720031116001,10,1,3,3,1,0,0,,,6,13,13,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116001,1,,,8,2,,,20040317,8,1,1,0,,,8835430301,,1,,8,1430,30605,1638.0762432,200366138311we,,0,1604720031116001,05/04/2021
,SHEEPSHEAD,200366138311we,160472003111612710,0,2,5,0,2,1,127,59,N,4,20,,4.5,1604720031116002,10,1,3,1,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116002,1,,,8,1,,,20040317,8,8,1,0,,,8835430301,,1,,8,1432,30605,1638.0762432,200366138311we,,0,1604720031116002,05/04/2021
,,200366138311we,160472003111612710,0,2,5,0,2,1,127,111,N,0,0,,2.5,1604720031116003,10,1,3,2,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116003,1,,,8,1,,,20040317,8,8,1,0,,,,,1,,8,1445,30560,1638.0762432,200366138311we,,0,1604720031116003,05/04/2021
,SOUTHERN KINGFISH,200366138311we,160472003111612710,0,2,5,0,1,1,127,263,N,0,1,,3,1604720031116004,10,1,3,1,1,0,0,,,6,13,13,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116004,1,1,0,8,1,,,20040317,8,1,1,0,,,8835440601,,1,,8,1520,31826,1638.0762432,200366138311we,,0,1604720031116004,05/04/2021
,,200366138311we,160472003111612710,0,2,5,0,1,1,127,185,N,1,4,,4,1604720031116005,10,1,3,1,1,0,0,,,6,13,13,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116005,1,,,8,1,,,20040317,8,1,1,0,,,,,1,,8,1530,31601,1638.0762432,200366138311we,,0,1604720031116005,05/04/2021
,,200366138311we,160472003111612710,0,2,5,0,2,1,127,155,O,0,0,,2,1604720031116006,10,1,3,1,0,0,0,,,6,13,37,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116006,1,,,8,1,,ROBESON,20040317,8,8,1,0,,,,,1,,8,1535,28372,2739.4818883,200366138311we,,0,1604720031116006,05/04/2021
,,200366138311we,160472003111612710,,2,5,0,2,1,127,155,O,0,0,,2,1604720031116007,10,1,3,0,0,0,0,,,6,13,37,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116007,,,,8,1,,ROBESON,20040317,8,8,1,0,,,,,1,,8,1537,28358,2739.4818883,200366138311we,,0,1604720031116007,05/04/2021
LEFTEYE FLOUNDER GENUS,SPOTTED SEATROUT,200366138311we,160472003111612710,,2,5,0,2,1,127,25,Y,7,40,,4,1604720031116008,10,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116008,,,,8,1,,BRANTLEY,20040317,8,8,1,0,,,8835440102,8857030300,1,,8,1540,31542,3360.5321324,200366138311we,,0,1604720031116008,05/04/2021
LEFTEYE FLOUNDER GENUS,SPOTTED SEATROUT,200366138311we,160472003111612710,,2,5,0,2,1,127,25,Y,7,40,,4,1604720031116009,10,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116009,,,,8,1,,BRANTLEY,20040317,8,8,1,0,,,8835440102,8857030300,1,,8,1542,31542,3360.5321324,200366138311we,,0,1604720031116009,05/04/2021
,SPOTTED SEATROUT,200366138311we,160472003111612710,,2,5,0,2,1,127,7,O,0,0,,1,1604720031116010,10,1,3,0,0,0,0,,,4,13,33,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116010,,,,8,2,,,20040317,8,8,1,0,,,8835440102,,1,,8,1550,03583,2739.4818883,200366138311we,,0,1604720031116010,05/04/2021
,,200366138311we,160472003111612710,,2,5,0,2,1,127,145,O,1,1,,0.5,1604720031116011,10,1,3,0,0,0,0,,,0,13,47,6,1,6,2003,1,0,1604720031116,11,we,,1604720031116011,,,,8,1,,,20040317,8,8,1,0,,,,,1,,8,1630,37763,2739.4818883,200366138311we,,0,1604720031116011,05/04/2021
,,200366138311wd,16049200311051911591,,3,5,0,2,1,191,191,Y,1,20,,2,1604920031105001,1591,3,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031105,11,wd,,1604920031105001,,,,8,2,,MC INTOSH,20040317,8,8,1,3,,,,,1,,8,1301,31305,7813.2965789,200366138311wd,,0,1604920031105001,05/04/2021
,,200366138311wd,16049200311051911591,,3,5,0,2,1,191,191,Y,0,10,,2,1604920031105002,1591,3,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031105,11,wd,,1604920031105002,,,,8,2,,MC INTOSH,20040317,8,8,1,3,,,,,1,,8,1304,31305,7813.2965789,200366138311wd,,0,1604920031105002,05/04/2021
,,200366138311wd,16049200311051911591,,3,5,0,2,1,191,191,Y,2,25,,1.5,1604920031105003,1591,3,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031105,11,wd,,1604920031105003,,,,8,1,,MC INTOSH,20040317,8,8,1,3,,,,,1,,8,1420,31305,7813.2965789,200366138311wd,,0,1604920031105003,05/04/2021
,,200366138311wd,16049200311051911591,0,3,5,0,2,1,191,191,Y,4,40,,1.5,1604920031105004,1591,3,3,1,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031105,11,wd,,1604920031105004,1,,,8,1,,MC INTOSH,20040317,8,8,1,3,,,,,1,,8,1425,31305,7813.2965789,200366138311wd,,0,1604920031105004,05/04/2021
,,200366138311wd,16049200311051911591,0,3,5,0,2,1,191,191,Y,2,25,,2,1604920031105005,1591,3,3,2,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031105,11,wd,,1604920031105005,1,,,8,2,,MC INTOSH,20040317,8,8,1,3,,,,,1,,8,1450,31305,7813.2965789,200366138311wd,,0,1604920031105005,05/04/2021
,,200366138311we,16049200311153957,,3,5,0,2,1,39,39,Y,0,0,,0.5,1604920031115001,57,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031115,11,we,,1604920031115001,,,,8,1,,CAMDEN,20040317,8,8,1,0,,,,,1,,8,1120,31568,5467.1668892,200366138311we,,0,1604920031115001,05/04/2021
,,200366138311we,16049200311153957,,3,5,0,2,1,39,39,Y,0,0,,0.5,1604920031115002,57,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031115,11,we,,1604920031115002,,,,8,1,,CAMDEN,20040317,8,8,1,0,,,,,1,,8,1125,31568,5467.1668892,200366138311we,,0,1604920031115002,05/04/2021
,,200366138311we,16049200311153957,,3,5,0,2,1,39,39,Y,0,0,,0.5,1604920031115003,57,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,1,0,1604920031115,11,we,,1604920031115003,,,,8,1,,CAMDEN,20040317,8,8,1,0,,,,,1,,8,1130,31568,5467.1668892,200366138311we,,0,1604920031115003,05/04/2021
,,200366138312wd,1605220031202127154,0,3,5,0,1,1,127,1,N,3,30,,2,1605220031202001,154,3,3,1,1,0,0,,,6,13,13,6,1,6,2003,5,0,1605220031202,12,wd,,1605220031202001,1,1,0,8,1,,,20040317,8,1,1,3,,,,,1,,8,1037,31563,2341.0252086,200366138312wd,,0,1605220031202001,05/04/2021
,,200366138312wd,1605220031202127154,0,3,5,0,1,1,127,179,Y,10,50,,5,1605220031202002,154,3,3,1,1,0,0,,,6,13,13,6,1,6,2003,5,0,1605220031202,12,wd,,1605220031202002,1,1,0,8,2,,LIBERTY,20040317,8,1,1,3,,,,,1,,8,1043,31320,4802.639968,200366138312wd,,0,1605220031202002,05/04/2021
,,200366138312wd,1605220031202127154,0,3,5,0,1,1,127,179,Y,12,50,,5,1605220031202003,154,3,3,1,1,0,0,,,6,13,13,6,1,6,2003,5,0,1605220031202,12,wd,,1605220031202003,1,2,0,8,1,,LIBERTY,20040317,8,1,1,3,,,,,1,,8,1047,31320,4802.639968,200366138312wd,,0,1605220031202003,05/04/2021
,,200366138312wd,1605220031202127154,0,3,5,0,1,1,127,179,Y,2,150,,5,1605220031202004,154,3,3,1,1,0,0,,,6,13,13,6,1,6,2003,5,0,1605220031202,12,wd,,1605220031202004,1,6,0,8,1,,LIBERTY,20040317,8,1,1,3,,,,,1,,8,1051,31320,4802.639968,200366138312wd,,0,1605220031202004,05/04/2021
,,200366138312wd,1605220031202127154,0,3,5,0,1,1,127,179,Y,10,30,,5,1605220031202005,154,3,3,1,1,0,0,,,6,13,13,6,1,6,2003,5,0,1605220031202,12,wd,,1605220031202005,1,3,0,8,1,,LIBERTY,20040317,8,1,1,3,,,,,1,,8,1054,31313,4802.639968,200366138312wd,,0,1605220031202005,05/04/2021
,SPOTTED SEATROUT,200366138312wd,160522003120212710,0,2,5,0,1,1,127,265,O,9,10,,3,1605220031202006,10,1,3,1,1,0,0,,,7,13,48,6,1,6,2003,5,0,1605220031202,12,wd,,1605220031202006,1,1,0,8,1,,,20040317,8,1,1,0,,,8835440102,,1,,8,1255,78028,3915.0779371,200366138312wd,,0,1605220031202006,05/04/2021
,,200366138312wd,160522003120212710,0,2,5,0,2,1,127,63,N,0,3,,4,1605220031202007,10,1,3,1,0,0,0,,,6,13,13,6,1,6,2003,5,0,1605220031202,12,wd,,1605220031202007,1,,,8,1,,,20040317,8,8,1,0,,,,,1,,8,1302,30236,2341.0252086,200366138312wd,,0,1605220031202007,05/04/2021
,,200366138312wd,160522003120212710,,2,5,0,2,1,127,285,N,0,0,,4,1605220031202008,10,1,3,0,0,0,0,,,6,13,13,6,1,6,2003,5,0,1605220031202,12,wd,,1605220031202008,,,,8,2,,,20040317,8,8,1,0,,,,,1,,8,1306,30240,2341.0252086,200366138312wd,,0,1605220031202008,05/04/2021
,,200366138312wd,160522003120512716,0,3,5,0,1,1,127,127,Y,8,52,,4.5,1605220031205001,16,3,3,0,2,0,0,,,6,13,13,6,1,6,2003,1,0,1605220031205,12,wd,,1605220031205001,1,3,0,8,1,,GLYNN,20040317,8,1,1,3,,,,,1,,8,1418,31525,4802.639968,200366138312wd,,0,1605220031205001,05/04/2021
,,200366138312wd,1605220031205127154,0,3,5,0,1,1,127,69,N,1,10,,2.5,1605220031205002,154,3,3,0,1,0,0,,,6,13,13,6,1,6,2003,1,0,1605220031205,12,wd,,1605220031205002,1,22,0,8,1,,,20040317,8,1,1,3,,,,,1,,8,1437,31533,2341.0252086,200366138312wd,,0,1605220031205002,05/04/2021
,,200366138312wd,1605220031205127154,0,3,5,0,1,1,127,69,N,1,10,,2.5,1605220031205003,154,3,3,0,1,0,0,,,6,13,13,6,1,6,2003,1,0,1605220031205,12,wd,,1605220031205003,1,17,0,8,1,,,20040317,8,1,1,3,,,,,1,,8,1442,31533,2341.0252086,200366138312wd,,0,1605220031205003,05/04/2021
,SPOTTED SEATROUT,200366138312we,1605220031207127156,0,3,5,0,2,1,127,127,Y,5,10,,1.5,1605220031207001,156,5,3,0,0,0,0,,,6,13,13,6,1,6,2003,3,0,1605220031207,12,we,,1605220031207001,,,,8,1,,GLYNN,20040317,8,8,1,5,,,8835440102,,1,,8,1200,31525,5467.1668892,200366138312we,,0,1605220031207001,05/04/2021
,SPOTTED SEATROUT,200366138312we,1605220031207127156,,3,5,0,2,1,127,127,Y,7,50,,3,1605220031207002,156,3,3,0,0,0,0,,,6,13,13,6,1,6,2003,3,0,1605220031207,12,we,,1605220031207002,,,,8,1,,GLYNN,20040317,8,8,1,3,,,8835440102,,1,,8,1259,31520,5467.1668892,200366138312we,,0,1605220031207002,05/04/2021
,SPOTTED SEATROUT,200366138312we,160522003120712716,0,3,5,0,1,1,127,127,Y,3,20,,1.5,1605220031207003,16,3,3,1,1,0,0,,,6,13,13,6,1,6,2003,3,0,1605220031207,12,we,,1605220031207003,1,1,0,8,1,,GLYNN,20040317,8,1,1,3,,,8835440102,,1,,8,1527,31522,3360.5321324,200366138312we,,0,1605220031207003,05/04/2021
